dataset,acc_mean,acc_std,acc_best,time_train,time_val
ACSF1,0.9178240740740741,0.0065472850109865284,0.9270833333333333,11.31235109975872,0.007247426823482783
Adiac,0.8303571428571428,0.0018225370109993821,0.8325892857142857,14.532046599934498,0.011161776171472107
ArrowHead,0.8363622931442082,0.008796801618579438,0.8451906028368795,1.8579176994777906,0.0024909339850864853
Beef,0.8000000000000002,1.1102230246251565e-16,0.8,1.2602245999344934,0.000999734114164615
BeetleFly,0.8333333333333334,0.09428090415820636,0.9,0.5212591334129684,0.00041792304701478616
BirdChicken,0.9333333333333332,0.062360956446232366,1.0,0.7966529996483587,0.0006391471357953075
BME,1.0,0.0,1.0,0.9036512667080387,0.0015232292322101177
Car,0.9111111111111111,0.007856742013183834,0.9166666666666666,2.1783557668095455,0.0015319803383514834
CBF,0.9993055555555556,0.0004910463758240158,1.0,0.7724427334226979,0.006574042382756791
Chinatown,0.9921875,0.0,0.9921875,0.46089726672895875,0.0020560447267522854
ChlorineConcentration,0.8831597222222222,0.006272865196229057,0.8908854166666667,18.06560633283031,0.10291077851574452
CinCECGTorso,0.8672401094276094,0.015090883863129746,0.8880997474747474,6.961466200145272,0.138159094074922
Coffee,1.0,0.0,1.0,1.0835739998922993,0.0004164880213769114
Computers,0.8249371408045977,0.005233432019426493,0.8304148706896551,11.890120399941225,0.0078835266929597
CricketX,0.8608630952380952,0.0058586368110207145,0.8660714285714286,11.904074899774665,0.008602714778665662
CricketY,0.8757440476190476,0.009173235123465753,0.8861607142857143,11.886133833400285,0.008611262304460373
CricketZ,0.8516865079365079,0.004394852466931905,0.8578869047619048,13.295187999979438,0.00962928912751219
Crop,0.7837056400506971,0.0019435748013918227,0.7860028517110266,111.13877913336425,0.1859906462240133
DiatomSizeReduction,0.9671249999999999,0.008436033823229208,0.978125,0.7026371998945251,0.004411229167165705
DistalPhalanxOutlineAgeGroup,0.8385416666666666,0.0,0.8385416666666666,3.044326366953707,0.0010051819013672987
DistalPhalanxOutlineCorrect,0.8106249999999999,0.0076546554461974494,0.82,4.680979299921698,0.0017176257810357736
DistalPhalanxTW,0.7083333333333334,0.02053345353030607,0.7372159090909092,5.1556542002751184,0.001695746354092383
Earthquakes,0.7386363636363638,0.008548991517645701,0.7466856060606061,7.681707333559946,0.002386650194542502
ECG200,0.9227430555555555,0.014645892054217369,0.9392361111111112,1.6281456331683632,0.0010683846348911175
ECG5000,0.9456719483568076,0.00041652199432446623,0.9462588028169014,5.891058633492018,0.03905625384065085
ECGFiveDays,1.0,0.0,1.0,0.5958328001433983,0.005367349479380816
ElectricDevices,0.7479630431884831,0.005893578025457654,0.7560900426552919,114.46080019982764,0.07081548789115762
EOGHorizontalSignal,0.7040757275132274,0.011527773746155594,0.7197420634920636,37.834620666476745,0.02354892369839945
EOGVerticalSignal,0.5498511904761904,0.017155576633526196,0.5699404761904762,26.891876099767007,0.016707289127566582
EthanolLevel,0.729717548076923,0.00737352297801465,0.7400841346153846,74.36675826640567,0.04465322773406418
FaceAll,0.9330039173789174,0.016621978528834676,0.9450676638176638,7.025381633274567,0.013828112760582675
FaceFour,0.9505208333333334,0.00736569563735987,0.9557291666666667,0.6442316330697698,0.0012820350265201341
FacesUCR,0.9706439393939394,0.003807556212694078,0.9744318181818182,4.280168100007965,0.02593784296895289
FiftyWords,0.7510230654761904,0.006639348324990605,0.7575334821428571,17.434909766947385,0.01259424173251015
Fish,0.9930555555555555,0.006495932963149201,1.0,5.928690200108879,0.0041883647786562506
FordA,0.9654761904761905,0.0012331153665333296,0.9668154761904763,96.04796660045395,0.02383447050738141
FordB,0.8557692307692308,0.0033057529940919415,0.8592032967032968,118.70502343354747,0.018081424934469698
FreezerRegularTrain,0.9987268518518517,0.00032736425054932637,0.9989583333333333,3.825507666585812,0.03886137643254036
FreezerSmallTrain,0.9274305555555555,0.006967554140413129,0.9371527777777777,3.397344933997374,0.0797816043630822
Fungi,1.0,0.0,1.0,1.01599573349813,0.0022627031257419126
GunPoint,0.9982638888888888,0.002455231879119974,1.0,0.6922852996503934,0.0015823384115568235
GunPointAgeSpan,0.9947916666666666,0.0014731391274719428,0.996875,4.707413299727098,0.006298402929625506
GunPointMaleVersusFemale,1.0,0.0,1.0,2.343591899921497,0.0031317025393112394
GunPointOldVersusYoung,1.0,0.0,1.0,1.369104900106322,0.0018280370442577503
Ham,0.7972560975609756,0.00392672294615695,0.8027820121951219,3.54338563348089,0.0025250936198896548
HandOutlines,0.9513194444444443,0.0010969145138146703,0.9528125,336.84180843354744,0.07499907799585041
Haptics,0.555448717948718,0.0115356789736012,0.5646634615384615,12.716708933507713,0.0154595391931025
Herring,0.6875,0.0,0.6875,1.3800704330787994,0.0009622365881417257
HouseTwenty,0.9379734848484849,0.004410785203725878,0.944034090909091,4.3889782667392865,0.0077146976558424285
InlineSkate,0.45638401559454195,0.01342721660144437,0.4710343567251462,15.835934566741344,0.05121821158813115
InsectEPGRegularTrain,1.0,0.0,1.0,1.0615994332668681,0.002857090885186153
InsectEPGSmallTrain,1.0,0.0,1.0,0.5051644667400979,0.0028931274738397406
InsectWingbeatSound,0.6229166666666667,0.002744838446760853,0.6267809139784946,3.686160333279986,0.01956209082050009
ItalyPowerDemand,0.9745710784313726,0.0004332762139623699,0.9751838235294118,1.5352702332699362,0.009537681705637624
